"id","lat","lon"
"9,567",16.4723781389,-94.8357971389
"9,884",16.4764365,-94.8329089722
"10,199",16.4728853333,-94.8278750833
"10,514",16.4797719722,-94.8330294444
"10,829",16.4706287778,-94.8236199444
"7,667",16.4733848333,-94.8310080556
"8,301",16.4706571111,-94.8355543889
"9,252",16.4712473056,-94.8277226667
"10,200",16.4735479167,-94.8278460833
"10,515",16.4805607778,-94.8329902778
"10,830",16.4704029167,-94.8236290556
"8,619",16.4672002778,-94.8330395
"8,936",16.4680076944,-94.8308501667
"9,569",16.4726500833,-94.8357848889
"9,886",16.4761775556,-94.8329193056
"10,201",16.4738190833,-94.8278340833
"10,516",16.4808256111,-94.8329768333
"10,831",16.4701364444,-94.8236309167
"7,986",16.4706088889,-94.8359563889
"8,303",16.4709254722,-94.8355326667
"10,202",16.4740845278,-94.8278229722
"10,517",16.4813627778,-94.8329505278
"10,832",16.4701725278,-94.8242159722
"7,670",16.4731818056,-94.8310232778
"9,571",16.4730255833,-94.8357683056
"9,888",16.4759226389,-94.8329298056
"10,203",16.4743535,-94.8278116111
"10,518",16.4816315,-94.8329372778
"10,833",16.4704878056,-94.8241861389
"7,353",16.4777939444,-94.8327385556
"8,622",16.4669548889,-94.8330596944
"8,939",16.4677525833,-94.8308708333
"9,889",16.4756718056,-94.83294025
"10,204",16.4746204722,-94.8278001111
"10,519",16.4820349444,-94.8329183611
"10,834",16.4707398889,-94.8241757778
"7,989",16.4708783333,-94.83594225
"9,257",16.4714944722,-94.8276996667
"9,573",16.4731436667,-94.8357635833
"10,205",16.47502475,-94.8277823333
"10,520",16.4821681111,-94.83291125
"10,835",16.4713881111,-94.8241485278
"8,307",16.4711929167,-94.83551125
"9,891",16.4751605278,-94.8329629444
"10,206",16.4754280833,-94.8277655556
"10,521",16.4823997222,-94.8328987778
"10,836",16.4716593889,-94.8241369444
"7,354",16.4774741389,-94.8327628333
"7,674",16.4727641944,-94.8310574167
"8,625",16.4667088889,-94.8330795278
"8,942",16.4674946667,-94.8308921111
"10,207",16.4756976944,-94.8277542222
"10,522",16.4823784167,-94.8323375
"10,837",16.4719136389,-94.8241259722
"7,675",16.4725585556,-94.8310719167
"7,992",16.4711466667,-94.8359284167
"9,260",16.4714328333,-94.8271164444
"9,576",16.4735472222,-94.8357466944
"8,310",16.4714630278,-94.8354895833
"9,577",16.4740768056,-94.8357252222
"9,893",16.4747734722,-94.8329810833
"10,208",16.4761004444,-94.8277365833
"10,523",16.48206175,-94.8323686944
"10,838",16.4721828056,-94.8241143056
"7,358",16.4772528333,-94.8327798611
"8,628",16.4663508056,-94.8331110278
"8,945",16.4672405,-94.830913
"10,209",16.4765051667,-94.8277193333
"10,524",16.4818367778,-94.8323804722
"10,839",16.4724508333,-94.8241025278
"7,360",16.4769237778,-94.8328059444
"7,678",16.4722545278,-94.8310970556
"7,995",16.4714164167,-94.83591375
"8,312",16.4717283333,-94.8354678889
"9,263",16.4711311944,-94.8271592222
"9,579",16.47434425,-94.8357134722
"9,895",16.4745213056,-94.8329916389
"10,210",16.4769083333,-94.8277021389
"10,525",16.4814715,-94.8323981944
"10,840",16.4728542778,-94.8240851111
"10,211",16.4770426667,-94.82769625
"10,526",16.48122875,-94.8324093889
"10,841",16.4729873889,-94.8240792778
"8,631",16.4661037778,-94.83313
"8,948",16.46686475,-94.8309431111
"9,897",16.4742710556,-94.8330036111
"10,212",16.4775804444,-94.8276734167
"10,527",16.4809833056,-94.8324230833
"10,842",16.4732585833,-94.8240675833
"7,363",16.4765949444,-94.8328318611
"7,681",16.4720411389,-94.8311131667
"7,998",16.4716826389,-94.8358993056
"8,315",16.4719486944,-94.8354481667
"9,266",16.4706840556,-94.8271943611
"9,582",16.4747484167,-94.8356961944
"10,213",16.4778503333,-94.8276618333
"10,528",16.4806285,-94.8324406944
"10,843",16.4737955,-94.8240448333
"9,899",16.4739023333,-94.8330198056
"10,214",16.4782545556,-94.8276443056
"10,529",16.4803962222,-94.8324527222
"10,844",16.4742,-94.8240270833
"8,634",16.4658505833,-94.833149
"8,951",16.46661575,-94.8309634167
"9,584",16.4748824444,-94.8356903333
"10,215",16.4785906389,-94.8276291667
"10,530",16.4801666111,-94.83246325
"10,845",16.47446875,-94.8240151389
"7,684",16.4661255556,-94.8383335
"8,001",16.4719138056,-94.8358847778
"8,318",16.4719064444,-94.8348786111
"9,269",16.4704488889,-94.8272138889
"9,585",16.4751513056,-94.8356782222
"9,901",16.4736545,-94.8330296944
"10,216",16.4786747222,-94.8276254167
"10,531",16.4799291389,-94.8324783611
"10,846",16.4747267778,-94.8240043889
"10,217",16.4786403889,-94.8270410556
"10,532",16.4796903333,-94.8324885278
"10,847",16.4749238889,-94.82399625
"7,368",16.4763775278,-94.83284875
"8,637",16.4656048889,-94.8331615
"8,954",16.4663745,-94.8309831667
"9,587",16.4754195556,-94.8356672222
"9,903",16.4734001667,-94.8330408889
"10,218",16.4782711389,-94.8270779722
"10,533",16.4793142778,-94.8325049444
"10,848",16.4749378056,-94.82457825
"8,004",16.4718891667,-94.8353350833
"8,321",16.4715805278,-94.8349242778
"9,272",16.4699906667,-94.8272500833
"10,219",16.4777946111,-94.8270956944
"10,534",16.4790608889,-94.8325180833
"10,849",16.4745876667,-94.8245794444
"7,370",16.47604775,-94.8328741389
"8,639",16.4655830556,-94.8325941944
"9,589",16.4756888889,-94.8356553333
"9,905",16.4731401667,-94.8330517222
"10,220",16.4774396111,-94.8271118611
"10,535",16.4788649722,-94.8325241667
"10,850",16.4743659167,-94.8245881667
"7,689",16.4665213056,-94.8383124722
"8,957",16.466021,-94.8310125
"10,221",16.4771878333,-94.8271222222
"10,536",16.4788574722,-94.8319633056
"10,851",16.4740228889,-94.8246023056
"7,372",16.47583475,-94.8328910278
"8,007",16.4715565,-94.8353724722
"8,324",16.471225,-94.8349519444
"9,275",16.4696486389,-94.82727825
"9,591",16.4759577778,-94.8356441944
"9,907",16.4728811111,-94.833061
"10,222",16.4769427778,-94.8271324722
"10,537",16.4792255278,-94.8319648611
"10,852",16.4736737778,-94.8246173611
"7,691",16.4667896111,-94.8382983611
"10,223",16.4765914167,-94.8271484444
"10,538",16.4796296667,-94.8319453333
"10,853",16.4734423333,-94.8246275
"8,643",16.4658933889,-94.83258475
"8,960",16.4657856944,-94.8310310833
"9,909",16.4726203611,-94.833073
"10,224",16.4763451667,-94.8271594444
"10,539",16.4797646944,-94.8319377778
"10,854",16.4732062778,-94.8246375
"7,375",16.4755191389,-94.8329151944
"8,010",16.4712233333,-94.8353890278
"9,278",16.4694187778,-94.8272963333
"9,594",16.4762263056,-94.8356327778
"10,225",16.4756086944,-94.8271911667
"10,540",16.4800150833,-94.8319251389
"10,855",16.4729714444,-94.824648
"7,694",16.4670625,-94.8382841667
"8,328",16.4709790833,-94.8349703056
"9,911",16.4723604722,-94.8330829444
"10,226",16.4754927778,-94.8271960556
"10,541",16.4802825,-94.8319110556
"10,856",16.4726233611,-94.8246630833
"8,646",16.4662864444,-94.8325534444
"8,963",16.4655645,-94.8310432778
"9,596",16.4766304444,-94.8356152778
"10,227",16.4751408889,-94.82721175
"10,542",16.4805527222,-94.83189825
"10,857",16.4722713889,-94.8246783611
"7,378",16.4753088333,-94.8329326389
"7,696",16.4673104167,-94.8382708333
"8,013",16.4709985833,-94.8353999722
"8,330",16.4707276389,-94.8349916111
"9,281",16.4691746667,-94.8273153333
"9,597",16.4768996944,-94.8356036389
"9,913",16.47198925,-94.8330975833
"10,228",16.4745285278,-94.8272371389
"10,543",16.4808200556,-94.8318850556
"10,858",16.4720421944,-94.8246898333
"10,229",16.4739215833,-94.8272627222
"10,544",16.4810868056,-94.8318719167
"10,859",16.4718306667,-94.82469975
"8,649",16.4665519167,-94.8325320556
"8,966",16.4655325,-94.8304591111
"9,599",16.47716925,-94.8355918611
"9,915",16.4718265278,-94.8330988333
"10,230",16.4736777222,-94.8272724722
"10,545",16.4813561389,-94.8318573889
"10,860",16.4715220278,-94.8247134722
"8,016",16.4707625833,-94.8354106944
"9,284",16.4687902778,-94.8273440833
"10,231",16.4733090278,-94.8272879167
"10,546",16.4816255833,-94.831844
"10,861",16.4711974722,-94.8247273889
"7,382",16.4749871111,-94.8329575833
"8,334",16.4704750278,-94.8350131667
"9,601",16.4774372778,-94.8355804722
"9,917",16.4718193889,-94.8325171944
"10,232",16.4730708333,-94.8272980278
"10,547",16.4818955278,-94.8318315278
"10,862",16.4709852222,-94.8247372222
"7,701",16.4677151944,-94.8382506389
"8,652",16.4667913333,-94.8325125278
"8,969",16.4658505556,-94.8304524167
"10,233",16.47270625,-94.8273134444
"10,548",16.4821558056,-94.831818
"10,863",16.4705750278,-94.8247553611
"8,019",16.4704033611,-94.8354293889
"9,287",16.4685318611,-94.8273665833
"9,919",16.4722081944,-94.8325218889
"10,234",16.4723286944,-94.8273297222
"10,549",16.4823612778,-94.8318063056
"10,864",16.4703687222,-94.8247640278
"7,703",16.4678482778,-94.8382433611
"8,337",16.4702143889,-94.8350325
"8,654",16.4670604444,-94.8324909444
"9,604",16.4777062778,-94.8355688611
"10,235",16.47194725,-94.8273469167
"10,550",16.4823296389,-94.8312429444
"10,865",16.4701835556,-94.8247608333
"7,386",16.4746655,-94.8329822778
"8,972",16.4662421389,-94.8304206667
"9,605",16.4779776667,-94.8355568611
"9,921",16.4727491667,-94.8324975
"10,236",16.4716946667,-94.8273556944
"10,551",16.4820646389,-94.8312765833
"10,866",16.4702180556,-94.8253482778
"8,022",16.4701636667,-94.835442
"9,290",16.468272,-94.8273881389
"10,237",16.4715079167,-94.8273574722
"10,552",16.4817284722,-94.8312918889
"10,867",16.4706128611,-94.8253123889
"8,340",16.4699511389,-94.8350535
"9,607",16.4783803889,-94.8355396944
"9,923",16.4729880833,-94.8324875833
"10,238",16.4715008611,-94.8267761389
"10,553",16.4814823056,-94.8313033333
"10,868",16.4708823889,-94.8253012778
"7,389",16.47432675,-94.8330085278
"7,707",16.4682470833,-94.8382223611
"8,658",16.4673201944,-94.8324696389
"8,975",16.4665084444,-94.8303983889
"10,239",16.4718611389,-94.8267808611
"10,554",16.481105,-94.8313229167
"10,869",16.4712718056,-94.8252848333
"8,025",16.4698024167,-94.8354621944
"9,293",16.46802125,-94.8274075
"9,609",16.4785150556,-94.8355339722
"9,925",16.4735271667,-94.8324647778
"10,240",16.4721253333,-94.8267697222
"10,555",16.4808448333,-94.8313351667
"10,870",16.4713967222,-94.82527975
"7,709",16.4685116944,-94.8382093333
"8,343",16.4696954167,-94.8350743333
"8,660",16.4677215278,-94.8324371944
"10,241",16.4723991944,-94.8267574444
"10,556",16.4807168611,-94.8313405278
"10,871",16.4716660833,-94.8252681389
"7,390",16.4740993889,-94.8330262778
"8,978",16.4670237222,-94.8303573333
"9,611",16.4787825556,-94.8355222222
"9,927",16.4737907222,-94.8324529444
"10,242",16.4726416944,-94.8267462222
"10,557",16.48035925,-94.8313591111
"10,872",16.4721940556,-94.825245
"7,393",16.4738754444,-94.8330423889
"7,711",16.4686458611,-94.8382023333
"8,028",16.4695663889,-94.8354737222
"8,345",16.4693169722,-94.835105
"9,296",16.467779,-94.8274273889
"10,243",16.4729051944,-94.8267355
"10,558",16.4801161389,-94.8313721944
"10,873",16.4725983611,-94.8252276944
"8,663",16.4678548333,-94.8324263333
"9,613",16.4790476111,-94.83551
"9,929",16.4740529167,-94.8324417778
"10,244",16.4731761389,-94.8267235833
"10,559",16.4798765833,-94.8313846111
"10,874",16.4728671667,-94.8252159444
"8,347",16.4689484167,-94.8351351944
"8,981",16.4672886389,-94.8303360278
"10,245",16.4737104444,-94.8267009444
"10,560",16.4793713056,-94.83140975
"10,875",16.4731356667,-94.8252042222
"8,031",16.4693355833,-94.8354863333
"9,299",16.4674343889,-94.8274548333
"9,615",16.4790083056,-94.8349132222
"9,931",16.4743217778,-94.8324303333
"10,246",16.4741100556,-94.8266836667
"10,561",16.4792420556,-94.8314161667
"10,876",16.4734066389,-94.8251926389
"8,666",16.4681250278,-94.8324043333
"10,247",16.4743791111,-94.82667225
"10,562",16.4789941389,-94.8314278056
"10,877",16.4736733333,-94.82518125
"7,398",16.47352525,-94.8330711389
"7,716",16.4690490833,-94.8381806111
"8,984",16.4675571944,-94.8303143889
"9,617",16.4786330833,-94.8349506944
"9,933",16.4748602778,-94.8324076667
"10,248",16.4745133889,-94.8266665556
"10,563",16.4788135556,-94.8314320833
"10,878",16.4739426944,-94.8251693333
"8,034",16.4689748056,-94.83550625
"9,302",16.46719775,-94.8274744444
"10,249",16.4751865556,-94.82663775
"10,564",16.4788078333,-94.83087225
"10,879",16.4742113056,-94.8251575833
"7,400",16.4732898333,-94.8330887222
"8,352",16.4685815,-94.8351650556
"8,669",16.4683934444,-94.8323832222
"9,619",16.4784039167,-94.8349588333
"9,935",16.4752634722,-94.8323904722
"10,250",16.4755892222,-94.8266206667
"10,565",16.4791661667,-94.8308733056
"10,880",16.4744803333,-94.8251460833
"7,719",16.4693190833,-94.83816575
"8,987",16.46809225,-94.8302709722
"9,304",16.4669551667,-94.8274933333
"10,251",16.4761289167,-94.8265978333
"10,566",16.4794280556,-94.8308602778
"10,881",16.4747443056,-94.8251339722
"7,720",16.4695878333,-94.8381515833
"8,037",16.4687193611,-94.8355191944
"9,621",16.4780729167,-94.8349738056
"9,937",16.4755334722,-94.8323790278
"10,252",16.4765320278,-94.8265806389
"10,567",16.4797059444,-94.8308471111
"10,882",16.4749584167,-94.8251245
"8,355",16.4682175556,-94.8351939444
"8,672",16.4687947222,-94.8323513056
"10,253",16.4768009444,-94.8265692778
"10,568",16.4799521111,-94.8308349444
"7,404",16.4729405556,-94.8331156667
"8,990",16.4683601111,-94.8302493056
"9,307",16.4665848056,-94.8275242778
"9,623",16.4778373056,-94.8349841111
"9,939",16.4758025833,-94.8323673333
"10,254",16.47707025,-94.8265576111
"10,569",16.4802164167,-94.8308214722
"7,276",16.4769150556,-94.8378626667
"7,297",16.4737307222,-94.8335711389
"7,723",16.4698563889,-94.8381376389
"8,040",16.4684583056,-94.8355341667
"10,255",16.4773386111,-94.82654575
"10,570",16.4806159722,-94.8308009722
"7,406",16.4727104167,-94.8331348889
"8,358",16.4679675,-94.8352131667
"8,675",16.4689300833,-94.8323403333
"9,625",16.4774821944,-94.8349981667
"9,941",16.4759379444,-94.8323614167
"10,256",16.4776095,-94.8265340278
"10,571",16.4807494722,-94.8307945278
"8,993",16.4686276111,-94.8302280278
"9,310",16.4662161389,-94.8275545
"10,257",16.4780122778,-94.8265170556
"10,572",16.4810184167,-94.8307811111
"7,408",16.4724780833,-94.8331530556
"7,726",16.4701252778,-94.8381239722
"8,043",16.4681980556,-94.83554625
"9,627",16.4772521389,-94.8350081667
"9,943",16.4763405,-94.8323442778
"10,258",16.4781456111,-94.8265113333
"10,573",16.481558,-94.8307540278
"8,361",16.4677219722,-94.8352335278
"8,678",16.4691972778,-94.8323180556
"10,259",16.4784085833,-94.8264996667
"10,574",16.4818265833,-94.8307399444
"8,996",16.4690308333,-94.8301953889
"9,313",16.4660940556,-94.8275639444
"9,629",16.4769206944,-94.8350230278
"9,945",16.4768788333,-94.8323212778
"10,260",16.4786304167,-94.8264928333
"10,575",16.4820898889,-94.8307270833
"7,729",16.4705293611,-94.8381028889
"8,046",16.4678307222,-94.8355688056
"10,261",16.4785942222,-94.8259058889
"10,576",16.482323,-94.8307135
"8,364",16.4673597778,-94.8352633611
"8,681",16.4695999167,-94.8322860833
"9,631",16.4767006944,-94.8350319722
"9,947",16.477147,-94.8323095278
"10,262",16.4780328889,-94.8259491667
"10,577",16.4822801389,-94.8301525833
"7,413",16.4721313889,-94.8331794722
"8,999",16.4692979722,-94.8301736111
"9,316",16.4657363056,-94.8275920278
"10,263",16.4776559722,-94.8259646944
"10,578",16.4819403333,-94.8301886667
"7,732",16.4706635833,-94.8380958333
"8,049",16.4676029167,-94.8355800833
"9,633",16.4763731944,-94.8350461111
"9,949",16.4775519167,-94.8322913889
"10,264",16.477401,-94.8259755278
"10,579",16.4815917778,-94.8302037222
"7,415",16.4719157778,-94.8331909444
"8,367",16.4670061389,-94.8352918889
"9,318",16.4654958889,-94.82761225
"10,265",16.4771411944,-94.8259866389
"10,580",16.4814693333,-94.8302096111
"8,685",16.4698673889,-94.8322649444
"9,002",16.4694323889,-94.8301628056
"9,635",16.4761495278,-94.8350558889
"9,951",16.4779556111,-94.8322746111
"10,266",16.4768846944,-94.82599775
"10,581",16.4810889167,-94.8302297222
"7,418",16.4718892778,-94.8326713333
"7,735",16.4709314722,-94.8380824167
"8,052",16.4672391944,-94.8355999167
"10,267",16.4765171389,-94.8260136111
"10,582",16.4808333333,-94.8302416944
"8,370",16.4668845278,-94.8353015
"9,321",16.4653045278,-94.8276232222
"9,637",16.4758117778,-94.83506975
"9,953",16.4782255833,-94.8322621389
"10,268",16.4762596389,-94.8260245278
"10,583",16.4805726944,-94.8302554444
"8,688",16.4701378056,-94.8322431944
"9,005",16.4698359722,-94.8301302778
"10,269",16.4760002778,-94.8260351667
"10,584",16.4803109444,-94.8302689444
"7,738",16.47120275,-94.8380680833
"8,055",16.467114,-94.8356056111
"9,639",16.475593,-94.8350786667
"9,955",16.4784953889,-94.8322502222
"10,270",16.4757356389,-94.8260465278
"10,585",16.4800568333,-94.8302795833
"7,421",16.472173,-94.8326575833
"8,373",16.4666455556,-94.8353206667
"10,271",16.4754655278,-94.8260581944
"10,586",16.4796958611,-94.8302985556
"8,691",16.4704055278,-94.8322211667
"9,008",16.470105,-94.8301085833
"9,325",16.4652773333,-94.8270366111
"9,641",16.4752590833,-94.8350924167
"9,957",16.478753,-94.8322393889
"10,272",16.4751990556,-94.8260694167
"10,587",16.4795731944,-94.8303054444
"7,423",16.4725545833,-94.8326276667
"7,741",16.47147075,-94.8380535278
"8,058",16.4667485,-94.8356232778
"10,273",16.4749396944,-94.82608075
"10,588",16.4790671667,-94.8303302778
"8,376",16.4662939167,-94.8353491389
"9,327",16.4656551667,-94.8270285
"9,643",16.4749242778,-94.8351064167
"9,959",16.47894625,-94.8322313333
"10,274",16.4746839722,-94.8260917222
"10,589",16.4787624167,-94.8303404722
"8,694",16.4706725833,-94.8321996667
"9,011",16.4703730833,-94.8300867222
"10,275",16.4740418889,-94.8261186389
"10,590",16.4787585833,-94.8297815556
"7,426",16.4728250556,-94.8326056944
