"id","lat","lon"
"7,668",16.4314951667,-95.0307435833
"7,985",16.4253695556,-95.0241171111
"8,302",16.4357528056,-95.0240028056
"7,351",16.4361086944,-95.0274582222
"8,620",16.4318700556,-95.0204841111
"9,254",16.42540775,-95.0225178611
"9,570",16.4267919722,-95.0231948611
"9,887",16.42682325,-95.0171246111
"8,938",16.4319909167,-95.0175499722
"7,671",16.4320141944,-95.0307391389
"7,988",16.4250308333,-95.0241169444
"8,305",16.4360253056,-95.0240018333
"9,256",16.4253622222,-95.0219809722
"9,572",16.4270606667,-95.0231801944
"8,623",16.432135,-95.0204813611
"9,890",16.4264749722,-95.01714275
"7,356",16.4356119167,-95.0274403611
"7,673",16.4323485278,-95.0307363889
"8,941",16.4317307778,-95.0175505833
"9,574",16.4275981111,-95.0231512778
"7,991",16.425036,-95.0235344722
"8,308",16.4362486111,-95.0237396111
"9,259",16.4257017222,-95.0219671944
"9,575",16.42800225,-95.0231283611
"9,892",16.4263539167,-95.0171488611
"8,626",16.4324193889,-95.0204781667
"8,944",16.4314645833,-95.0175523056
"7,676",16.4328148056,-95.0307398889
"7,359",16.4352002778,-95.0274422222
"7,994",16.4254978056,-95.0235467222
"8,311",16.4362419167,-95.0233996389
"9,262",16.4259496111,-95.0219402778
"9,578",16.4284063611,-95.0231065833
"9,894",16.4261088889,-95.0171617778
"8,629",16.4326958889,-95.0204749167
"7,679",16.4332391389,-95.0307365278
"8,947",16.431104,-95.0175520833
"9,580",16.4289437778,-95.0230766111
"9,896",16.4257449167,-95.0171822222
"7,362",16.4346868611,-95.02744475
"7,997",16.4258950556,-95.0235500556
"8,314",16.4359778611,-95.02341275
"9,265",16.4261948889,-95.0219151111
"9,581",16.4292128611,-95.0230615833
"8,632",16.4329455278,-95.0204747778
"9,898",16.4255065278,-95.0171946389
"7,364",16.4344198611,-95.0274448889
"7,682",16.4337565,-95.0307308611
"8,950",16.4309791111,-95.0175525556
"9,583",16.42948225,-95.0230463333
"8,000",16.4262803333,-95.0235468611
"8,317",16.4356815278,-95.0234133611
"9,268",16.4265384722,-95.0218801389
"9,900",16.4251473333,-95.0172131667
"7,366",16.433884,-95.0274473333
"8,635",16.4332424167,-95.0204790556
"8,953",16.4309794444,-95.0169571667
"9,586",16.4300201389,-95.0230160556
"9,902",16.4249011944,-95.0172258889
"7,686",16.4340735278,-95.0307299444
"8,003",16.4267261667,-95.0235465278
"9,271",16.4267880278,-95.0218540278
"8,638",16.4334734167,-95.0204749444
"9,588",16.4306917778,-95.0229789722
"9,904",16.4247783611,-95.0172325556
"7,688",16.4344336111,-95.0307280556
"8,322",16.4354043333,-95.02341525
"8,956",16.4313019167,-95.0169866111
"9,273",16.4270797778,-95.0218243611
"7,371",16.4334807222,-95.0274488333
"8,006",16.4271074444,-95.0235518056
"9,590",16.4310475556,-95.0229592778
"9,906",16.4244895278,-95.0172411111
"7,690",16.4348710833,-95.0307313056
"8,641",16.4337407222,-95.0204713611
"7,373",16.4330748333,-95.0274503889
"8,325",16.4350059444,-95.0234147778
"8,959",16.4316186389,-95.0169766389
"9,276",16.4273160556,-95.0218000556
"9,592",16.43106225,-95.0235641667
"9,908",16.4244802222,-95.0166743611
"8,009",16.4275070833,-95.0235410556
"9,593",16.4307550278,-95.0235653611
"7,693",16.4353193333,-95.0307275556
"8,327",16.4348648056,-95.0234150278
"8,644",16.4340181944,-95.0204699722
"9,910",16.4248679444,-95.0166737222
"7,376",16.4326711111,-95.0274525556
"8,962",16.4318427222,-95.0169718056
"9,279",16.4275693889,-95.0217739722
"9,595",16.4303982222,-95.0235856111
"8,012",16.4279040833,-95.0235397778
"8,329",16.4344890833,-95.0234156389
"9,912",16.4251359444,-95.0166586944
"8,647",16.4343129722,-95.0204678056
"7,697",16.4357055833,-95.0307275278
"8,965",16.4321453056,-95.0169686667
"9,282",16.4278948889,-95.0217396667
"9,598",16.4298948333,-95.0236120833
"9,914",16.4254046667,-95.0166422778
"7,380",16.4322685278,-95.0274543056
"8,015",16.4283189167,-95.0235376667
"8,332",16.4343548056,-95.0234156944
"7,381",16.4318641667,-95.0274551111
"8,650",16.4345943611,-95.02046975
"9,600",16.4295256389,-95.0236336667
"9,916",16.4256200556,-95.0166304722
"7,700",16.4361278611,-95.0307150833
"8,968",16.4324039722,-95.0169648333
"9,285",16.4281477778,-95.0217129444
"8,018",16.4287388056,-95.0235368611
"8,335",16.43394875,-95.0234169167
"9,602",16.4293993889,-95.0236405833
"9,918",16.4258862222,-95.0166177222
"8,653",16.4348692778,-95.0204673333
"9,603",16.4290042222,-95.0236613056
"7,385",16.4314586111,-95.027455
"8,971",16.4326801111,-95.0169629167
"9,288",16.4284478056,-95.0216822222
"9,920",16.4261515278,-95.0166029444
"7,704",16.4361201111,-95.0313219444
"8,021",16.4291266111,-95.0235314167
"8,338",16.4336716389,-95.0234172222
"7,705",16.4356015833,-95.0313051111
"8,656",16.4351260833,-95.0204667222
"9,606",16.4287349722,-95.0236771944
"9,922",16.4264089722,-95.0165893889
"7,388",16.4309214722,-95.0274575278
"8,974",16.4329931389,-95.0169669167
"9,291",16.4286850833,-95.0216579167
"8,024",16.4295634444,-95.0235263611
"8,341",16.4334202778,-95.0234185556
"9,608",16.4281964167,-95.0237075278
"9,924",16.4268105278,-95.0165676389
"7,708",16.4351880278,-95.0313073889
"8,659",16.4354124444,-95.0204674167
"7,392",16.4305166944,-95.0274586111
"8,977",16.4332292222,-95.0169719167
"9,294",16.4290525,-95.0216193889
"9,610",16.4279280278,-95.0237220278
"9,926",16.4269445556,-95.0165603056
"8,027",16.4299158333,-95.0235264722
"8,344",16.4330184722,-95.0234190833
"8,662",16.4356793611,-95.0204666389
"9,612",16.4276596389,-95.0237360556
"9,928",16.4274828611,-95.0165305
"7,394",16.4301127222,-95.0274596389
"8,980",16.4334834722,-95.0169689444
"9,297",16.4292785278,-95.0215946667
"7,713",16.434681,-95.0313102778
"8,030",16.4299075,-95.0229453056
"9,614",16.4273933611,-95.0237505278
"9,930",16.4278857778,-95.0165080278
"8,665",16.4359676111,-95.0204670556
"7,397",16.4297763333,-95.0274594722
"7,715",16.4344112222,-95.0313103056
"8,349",16.4328764444,-95.02341975
"8,983",16.4337798611,-95.0169683056
"9,300",16.429496,-95.0215716944
"9,616",16.4268650278,-95.02377825
"9,932",16.4280196111,-95.0165010278
"8,033",16.4294096389,-95.0229631111
"8,350",16.4326272778,-95.02342
"7,717",16.4338755556,-95.031313
"8,668",16.4361749722,-95.0204647222
"9,618",16.4265968611,-95.0237943056
"9,934",16.4284214444,-95.0164794722
"8,986",16.4340385556,-95.0169733056
"9,303",16.42977225,-95.0215458889
"7,401",16.4297814722,-95.0280431944
"8,036",16.429004,-95.0229635
"8,353",16.4323531389,-95.0234208889
"9,620",16.4261916667,-95.02381725
"9,936",16.42869075,-95.0164646389
"7,402",16.4302798889,-95.0280273333
"8,671",16.4362022222,-95.0198676667
"8,989",16.4343111111,-95.0169633889
"9,306",16.4300552222,-95.0215165556
"9,622",16.4260583333,-95.0238253056
"9,938",16.4289598056,-95.0164501389
"7,627",16.4330621111,-95.0301470278
"7,165",16.4343770278,-95.0240665
"7,166",16.4338386389,-95.0240681111
"7,169",16.4326310833,-95.0240711944
"7,188",16.434462,-95.0246308056
"7,231",16.43028925,-95.0257677778
"7,722",16.4334705,-95.0313144722
"8,039",16.4286161944,-95.0229647222
"8,356",16.4320969167,-95.0234214722
"7,253",16.4348735833,-95.0257536667
"7,275",16.4335178333,-95.0263205278
"7,308",16.4302277778,-95.0268915
"7,405",16.4307090833,-95.0280224444
"8,674",16.4359061111,-95.0198876389
"9,624",16.4255215,-95.0238547222
"9,940",16.4294985278,-95.0164211389
"7,724",16.4330686944,-95.0313156389
"8,992",16.4345830556,-95.0169735278
"9,309",16.43035825,-95.0214831944
"8,042",16.4278258611,-95.0229670833
"8,359",16.4318381111,-95.0234219444
"9,626",16.4252529722,-95.0238700833
"9,942",16.4297677778,-95.0164063889
"8,677",16.4355264722,-95.01988675
"8,995",16.4348482222,-95.0169681667
"9,312",16.4306498333,-95.0214523889
"9,628",16.4247785833,-95.0238887778
"9,944",16.4300382222,-95.0163916667
"7,410",16.4310698056,-95.0280211667
"7,728",16.4326651111,-95.0313172222
"8,045",16.4274257222,-95.0229688333
"8,362",16.4314553611,-95.023423
"7,411",16.4315203889,-95.0280175556
"8,680",16.4352668611,-95.0198858056
"9,630",16.4248246389,-95.0244970556
"9,946",16.4305638333,-95.0163619722
"8,998",16.4351393889,-95.0169663889
"9,315",16.4308587778,-95.0214223889
"7,731",16.4322603889,-95.0313182222
"8,048",16.4270219167,-95.0229695278
"8,365",16.4311823056,-95.0234238889
"9,632",16.4251549167,-95.0244599722
"9,948",16.4307603056,-95.0163511389
"8,683",16.4350139444,-95.0198866111
"9,001",16.4354064722,-95.0169622222
"9,634",16.4254098333,-95.0244458611
"9,950",16.43071425,-95.0157822778
"7,416",16.43192325,-95.0280176944
"7,734",16.4318586389,-95.0313193333
"8,051",16.4266218056,-95.0229710556
"8,368",16.4310079722,-95.0234246667
"8,686",16.4347504167,-95.0198873889
"9,320",16.4307911944,-95.0208940833
"9,636",16.4264473889,-95.0243896667
"9,952",16.4303683611,-95.0158253611
"7,417",16.4323211111,-95.0280153611
"9,004",16.4255595278,-95.0240701389
"7,737",16.4313213611,-95.0313205
"8,054",16.4262203611,-95.0229730278
"8,371",16.43102325,-95.0228305278
"9,638",16.4283163056,-95.0242846111
"9,954",16.4301381111,-95.0158375
"8,689",16.4343544167,-95.01988725
"9,323",16.4304897778,-95.0209408889
"9,007",16.4258336389,-95.0240480833
"9,640",16.4293921944,-95.024228
"9,956",16.429773,-95.0158559167
"7,422",16.4327584722,-95.0280184444
"7,740",16.4310517778,-95.0313213333
"8,057",16.4258191389,-95.0229740833
"8,374",16.4313311389,-95.0228475556
"8,692",16.4339539722,-95.0198884722
"9,326",16.4302416944,-95.0209664167
"9,642",16.4246508333,-95.0200053889
"9,958",16.4295295833,-95.0158690556
"7,424",16.4333060556,-95.0280153056
"9,010",16.4261063889,-95.0240204722
"7,743",16.4305141944,-95.0313241389
"8,060",16.4254189444,-95.0229758611
"8,377",16.4315998333,-95.0228461667
"9,644",16.42494475,-95.0199901111
"9,960",16.4292884444,-95.0158824167
"8,695",16.4336978889,-95.0198889167
"9,329",16.4299663611,-95.0209954444
"8,062",16.425039,-95.02297575
"9,013",16.4263755833,-95.0239931667
"9,646",16.4253296389,-95.0199689444
"9,962",16.4289429722,-95.01590175
"7,428",16.4336260833,-95.02801225
"7,746",16.4301110278,-95.0313246389
"8,380",16.4318974444,-95.0228498333
"9,331",16.4295844722,-95.0210348889
"8,698",16.4333033056,-95.0198896944
"9,648",16.4256038056,-95.0199534444
"9,964",16.4287111667,-95.0159136389
"7,431",16.43404575,-95.0280106667
"9,016",16.42672025,-95.0239577778
"9,965",16.4284765278,-95.0159261944
"7,749",16.4297770556,-95.0313244444
"8,383",16.4321718611,-95.0228549167
"9,334",16.4293013889,-95.0210641667
"9,650",16.4257368889,-95.0199459444
"8,067",16.4250308611,-95.0223925556
"8,701",16.4330343611,-95.019891
"9,335",16.4290301667,-95.0210923889
"9,967",16.428239,-95.0159386667
"7,433",16.4344176667,-95.0280084444
"9,019",16.4269646667,-95.0239338056
"9,652",16.426001,-95.0199314444
"7,752",16.4299219167,-95.0319113056
"8,386",16.4324302778,-95.0228525556
"9,337",16.4288833889,-95.0211075
"9,969",16.4278819444,-95.0159578333
"7,435",16.4348353611,-95.02800725
"8,070",16.4254935,-95.0224130556
"8,704",16.4329006111,-95.0198908056
"9,654",16.4264000278,-95.0199095
"9,022",16.4272889722,-95.0238994167
"9,339",16.4285908056,-95.0211378611
"9,971",16.4276440556,-95.0159709722
"7,755",16.430239,-95.0319096389
"8,389",16.4326975278,-95.0228490278
"9,656",16.4266685556,-95.0198953889
"8,073",16.4259528611,-95.0224119722
"8,707",16.432503,-95.0198919444
"9,341",16.4282804167,-95.0211705
"9,973",16.4272924167,-95.0159903056
"7,757",16.4306475,-95.0319087222
"9,025",16.4275366667,-95.0238726111
"9,658",16.4269350278,-95.0198806389
"7,440",16.4353292222,-95.0280064722
"8,075",16.4262625278,-95.0224029167
"8,392",16.4330097778,-95.0228477222
"9,659",16.4272035278,-95.0198658056
"9,975",16.4270642222,-95.0160030556
"8,710",16.4322455278,-95.0198923889
"9,344",16.4279756667,-95.0212026667
"7,442",16.4357119167,-95.0280095278
"9,028",16.4278091944,-95.0238435833
"9,661",16.42747225,-95.0198511389
"9,977",16.4267285278,-95.0160203056
"7,761",16.4311035,-95.0319085556
"8,395",16.4332538889,-95.0228407778
"9,346",16.4276950278,-95.0212312222
"7,444",16.4361184444,-95.0280033333
"8,079",16.4288106389,-95.0282035833
"9,663",16.4277404722,-95.0198365556
"9,979",16.4266141667,-95.0160264722
"8,714",16.4318620556,-95.0198940556
"9,031",16.4281025278,-95.0238123889
"9,348",16.4274012778,-95.0212618889
"7,764",16.4315273889,-95.0319105556
"8,398",16.4335361111,-95.0228399722
"9,665",16.4280095278,-95.0198220278
"9,981",16.4262639167,-95.0160464722
"8,082",16.4323011111,-95.0238552778
"8,716",16.4317314167,-95.0198945833
"9,350",16.4271339722,-95.0212895278
"7,448",16.4361107778,-95.0285828889
"9,034",16.4283794444,-95.0237849167
"9,667",16.4282790278,-95.0198068889
"9,983",16.4260290833,-95.0160579722
"7,767",16.4319811389,-95.0319108056
"8,401",16.4338393333,-95.0228378056
"9,352",16.4268393611,-95.0213201389
"8,085",16.4325905,-95.0234777778
"8,719",16.4314768611,-95.0198951667
"9,353",16.4265588889,-95.02134975
"9,669",16.4285476389,-95.0197918056
"9,985",16.4257879167,-95.0160714722
"7,451",16.4356533611,-95.0285680833
"9,037",16.4286535,-95.0237569722
"7,770",16.4323869167,-95.0319076111
"8,404",16.4340940278,-95.0228353611
"9,671",16.4288167778,-95.0197773611
"8,088",16.4325623611,-95.0232604444
"8,722",16.4312162778,-95.0198960278
"9,356",16.4262923889,-95.0213771389
"9,988",16.4254437222,-95.0160912778
"9,040",16.4289327222,-95.0237271389
"9,673",16.4290866667,-95.0197628333
"7,455",16.4352402222,-95.0285693333
"7,773",16.4327596667,-95.0319015833
"8,407",16.4343941667,-95.0228417778
"9,358",16.4260118333,-95.0214062778
"9,990",16.4252083333,-95.0161018056
"8,091",16.4325341389,-95.023041
"8,725",16.4309825833,-95.019894
"9,675",16.4293543611,-95.0197486111
"9,043",16.4292057222,-95.0236994722
"9,360",16.4258623056,-95.02142175
"9,992",16.4249578056,-95.0161148333
"7,458",16.4348500833,-95.0285711111
"7,776",16.4332406667,-95.0319017222
"8,410",16.4346375,-95.0228392222
"9,677",16.4296232778,-95.0197345278
"9,993",16.4247067778,-95.0161296111
"7,459",16.4343113611,-95.0285736667
"8,094",16.4325069444,-95.0228149167
"8,728",16.4309784167,-95.0192974444
"9,362",16.4254693611,-95.0214625833
"9,046",16.4294838611,-95.0236708889
"9,679",16.4298920556,-95.0197210833
"7,779",16.4336262222,-95.0319029444
"8,413",16.4349445833,-95.0228403333
"9,364",16.4302938611,-95.0200663056
"9,996",16.4244348889,-95.0161369722
"8,097",16.4324780833,-95.0225855278
"9,681",16.43016075,-95.01970675
"8,732",16.4313291389,-95.01931575
"9,049",16.4296967778,-95.0236495833
"9,366",16.42991575,-95.0200874167
"9,998",16.4244253056,-95.0155703333
"7,464",16.4339089444,-95.0285743333
"7,782",16.4340597222,-95.0319065556
"8,416",16.435183,-95.0228398611
"8,100",16.4324351667,-95.0222376389
"9,368",16.4296570833,-95.0201003333
"9,684",16.43042925,-95.0196920278
"10,000",16.4247133611,-95.0155746667
"8,735",16.4315897778,-95.0193119444
"9,052",16.43000075,-95.0236175556
"7,467",16.4335040556,-95.0285750278
"7,785",16.4344369167,-95.0319045
"8,419",16.4354911944,-95.0228403889
"9,370",16.4293976389,-95.0201145556
"9,686",16.4306934167,-95.0196769444
"10,002",16.4250974444,-95.0155541667
"7,468",16.4331007778,-95.02857675
"8,103",16.4324059167,-95.0220048056
"9,687",16.4309096389,-95.0196633611
"8,738",16.4318598333,-95.0193122222
"9,055",16.4302750556,-95.0235873611
"9,372",16.4291449722,-95.0201272778
"10,004",16.4252355,-95.0155464167
"7,788",16.4349035556,-95.0319061944
"8,422",16.435772,-95.0228433611
"9,689",16.43088,-95.0190988056
"7,471",16.4326978889,-95.0285770833
"8,106",16.43238325,-95.0218013333
"9,057",16.4305690833,-95.0235555556
"9,374",16.4288878056,-95.0201423889
"10,006",16.4255986389,-95.0155258333
"8,741",16.4322202222,-95.0193111389
"9,691",16.4305575556,-95.0191346389
"7,791",16.4353410556,-95.0318991389
"8,425",16.4360775278,-95.0228409167
"9,376",16.4284938889,-95.0201629167
"10,008",16.4258663611,-95.0155114444
"7,476",16.4321577222,-95.0285783889
"8,109",16.4318987222,-95.0218760278
"9,060",16.4308586389,-95.0235243889
"9,377",16.4280895,-95.0201858889
"9,693",16.4301968333,-95.0191547222
"8,744",16.4323990556,-95.0193092222
"10,010",16.4261241667,-95.0154968056
"7,794",16.4357704444,-95.0318978056
"8,111",16.4319461111,-95.0222124722
"8,428",16.43626125,-95.0228281944
"9,695",16.4299634167,-95.0191671667
"9,063",16.4310646111,-95.0234991667
"9,380",16.4276899167,-95.0202095
"10,012",16.4263880556,-95.015483
"7,478",16.4317525833,-95.0285818889
"8,747",16.4327366944,-95.0193094167
"9,381",16.4275568611,-95.0202161667
"9,697",16.4297196944,-95.0191803611
"7,797",16.4361300833,-95.0318853611
"8,114",16.4319730278,-95.0224118889
"8,431",16.4362421667,-95.0222378889
"10,014",16.4270495,-95.0154470278
"9,383",16.4272877222,-95.0202307222
"9,699",16.4293605,-95.0191979444
"10,015",16.4274519722,-95.0154245
"7,481",16.4313501389,-95.0285832778
"7,800",16.4361216667,-95.0324900556
"8,117",16.4320131111,-95.02273425
"8,434",16.4359153889,-95.0222513056
"8,751",16.4329995,-95.0193066944
"9,068",16.4309926389,-95.0229711111
"9,385",16.4268855,-95.0202533611
"9,701",16.4289885556,-95.0192168611
"10,017",16.4275878611,-95.0154171389
"7,484",16.4309461944,-95.0285845278
"8,753",16.4331963611,-95.0193070556
"9,387",16.4263518333,-95.0202834444
"9,703",16.4285820556,-95.0192377222
"10,019",16.4279900833,-95.0153955278
"7,803",16.4356780556,-95.0324735278
"8,120",16.4320376389,-95.0229493333
"8,437",16.4355197222,-95.0222523611
"9,071",16.4306798611,-95.0230205278
"7,486",16.4305442778,-95.0285850278
"8,755",16.4335392222,-95.0193086389
"9,705",16.4283162778,-95.0192533611
"10,021",16.4283933056,-95.0153732222
"9,390",16.4260834167,-95.0202966111
"7,806",16.4351573056,-95.0324754167
"8,123",16.4320770833,-95.0232441944
"8,440",16.4353890833,-95.0222530278
"9,074",16.4304306667,-95.0230465556
"9,707",16.4279147222,-95.0192779167
"10,023",16.4286594444,-95.0153603333
"8,758",16.4337790833,-95.01930875
"9,392",16.4255471111,-95.0203273333
"9,709",16.4277827778,-95.019285
"10,025",16.4289287778,-95.015346
"7,491",16.4300070278,-95.0285856111
"7,809",16.4347706667,-95.0324773611
"8,126",16.4321057778,-95.0234545278
"8,443",16.4350151944,-95.0222528611
"9,077",16.4301526944,-95.0230748889
"9,394",16.4252764167,-95.0203411111
"8,761",16.4341100556,-95.0193049444
"9,711",16.4275177222,-95.0192989722
"10,027",16.4290648611,-95.0153381944
"9,396",16.4246084167,-95.0203781111
"7,494",16.4297795,-95.0285858889
"7,812",16.4343785833,-95.0324788333
"8,129",16.43214875,-95.0237802778
"8,446",16.4347492222,-95.0222536944
"9,080",16.4299038056,-95.0230995278
"10,029",16.4294673056,-95.0153160556
"9,398",16.4246360278,-95.0207251111
"9,714",16.4271176667,-95.0193206389
"7,497",16.4297840278,-95.0291654167
"8,765",16.4344221944,-95.01930075
"9,082",16.42962675,-95.0231284444
"10,031",16.4296024167,-95.0153081667
"7,815",16.4339746111,-95.0324805833
"8,132",16.4321754167,-95.0239588611
"8,449",16.4344958889,-95.0222541389
"9,400",16.4250095,-95.0209421944
"9,716",16.4267281944,-95.01934175
"10,033",16.42987325,-95.0152925833
"8,768",16.434621,-95.0193010833
"9,085",16.4293216944,-95.0231588889
"9,402",16.42527325,-95.0209284444
"9,718",16.4264718889,-95.0193555
"7,500",16.4302519444,-95.02915225
"7,818",16.4334435,-95.0324827778
"8,135",16.4317030556,-95.0240105556
"8,452",16.4339664444,-95.0222563056
"10,035",16.4302766667,-95.0152717778
"9,404",16.4255488611,-95.0209118611
"9,720",16.4262150556,-95.0193695833
"8,771",16.4348728611,-95.0193018333
"9,088",16.4290291389,-95.0231895556
"10,037",16.4305303056,-95.0152563611
"7,503",16.43072,-95.0291534444
"7,821",16.4330406667,-95.03248275
"8,138",16.4316496944,-95.0236521944
"8,455",16.4336994722,-95.022256
"9,406",16.425915,-95.0208917222
"9,722",16.4254690278,-95.0194086111
"9,407",16.4260518056,-95.0208851111
"10,039",16.4307023056,-95.0152463333
"7,506",16.4310678611,-95.0291470833
"8,774",16.4351921667,-95.0192996111
"9,091",16.4287474167,-95.0232181389
"9,724",16.425345,-95.0194154167
"7,824",16.4326394167,-95.0324841944
"8,141",16.4316216111,-95.0234305833
"8,458",16.4334298611,-95.0222566944
"10,041",16.4306592778,-95.0146784722
"9,410",16.4263220556,-95.0208693611
"9,726",16.42497025,-95.0194359722
"7,508",16.4315335833,-95.029147
"8,777",16.43544825,-95.0192985278
"9,094",16.428466,-95.0232482778
"9,411",16.4265902778,-95.0208545556
"10,043",16.4302765278,-95.0147218889
"7,827",16.4322372222,-95.03248575
"8,144",16.4315935556,-95.0232013889
"8,461",16.4331673056,-95.0222583611
"9,728",16.4247380278,-95.0194461944
"9,413",16.4269933056,-95.0208333056
"9,729",16.4246149444,-95.0194490833
"10,045",16.4300313056,-95.0147354444
"8,780",16.4356866111,-95.0192964167
"9,097",16.4281986667,-95.0232765833
"7,512",16.4319256944,-95.0291480556
"7,830",16.4318345833,-95.0324863611
"8,147",16.4315650278,-95.0229664444
"8,464",16.4329019167,-95.0222566389
"9,731",16.42459,-95.0188883889
"7,513",16.4360996944,-95.0289714444
"9,416",16.4271258889,-95.0208256667
"10,048",16.4296486111,-95.0147558889
"8,783",16.4359481944,-95.01929375
"9,100",16.4279300556,-95.0233053056
"10,049",16.4295190833,-95.0147617222
"7,833",16.4314304444,-95.0324882222
"8,150",16.4315191111,-95.0226109167
"8,467",16.4325090556,-95.0222579167
"9,418",16.4275304167,-95.0208028056
"9,734",16.4248962222,-95.0188870278
"10,051",16.4292606389,-95.0147745556
"8,786",16.4362147778,-95.01929475
